ode_type,f_expression,t0,y0,tf,step_size_h,exact_solution,num_steps,euler_l2_error,euler_time_ms,midpoint_l2_error,midpoint_time_ms,heun_l2_error,heun_time_ms,rk4_l2_error,rk4_time_ms,best_l2_error,best_cpu_time_ms,best_rk_method
linear,0.1,0,2.4,1.0,0.01,0.1*t + 2.4,100,6.4124390589420215e-15,0.014781951904296875,6.4124390589420215e-15,0.02288818359375,6.4124390589420215e-15,0.02288818359375,6.4124390589420215e-15,0.040531158447265625,6.4124390589420215e-15,0.014781951904296875,EULER
linear,-8.3,0,1.7,1.0,0.01,-8.3*t + 1.7,100,3.66853066848379e-15,0.014543533325195312,3.66853066848379e-15,0.02288818359375,3.66853066848379e-15,0.022172927856445312,3.66853066848379e-15,0.04100799560546875,3.66853066848379e-15,0.014543533325195312,EULER
linear,9.9,0,4.7,1.0,0.01,9.9*t + 4.7,100,1.064777391281219e-14,0.014781951904296875,1.064777391281219e-14,0.022649765014648438,1.064777391281219e-14,0.022172927856445312,1.064777391281219e-14,0.04076957702636719,1.064777391281219e-14,0.014781951904296875,EULER
linear,7.6,0,0.2,1.0,0.01,7.6*t + 0.2,100,6.74262400065881e-15,0.014781951904296875,6.74262400065881e-15,0.022649765014648438,6.74262400065881e-15,0.022172927856445312,6.74262400065881e-15,0.0400543212890625,6.74262400065881e-15,0.014781951904296875,EULER
linear,2.0,0,3.9,1.0,0.01,2.0*t + 3.9,100,2.2928769301370956e-14,0.014543533325195312,2.2928769301370956e-14,0.02288818359375,2.2928769301370956e-14,0.02193450927734375,2.2928769301370956e-14,0.039577484130859375,2.2928769301370956e-14,0.014543533325195312,EULER
linear,3.0,0,2.7,1.0,0.01,3.0*t + 2.7,100,4.6623022471054986e-15,0.014543533325195312,4.6623022471054986e-15,0.022649765014648438,4.6623022471054986e-15,0.022172927856445312,4.6623022471054986e-15,0.040531158447265625,4.6623022471054986e-15,0.014543533325195312,EULER
linear,-6.4,0,1.3,1.0,0.01,-6.4*t + 1.3,100,1.8634556869348254e-15,0.014543533325195312,1.8634556869348254e-15,0.022649765014648438,1.8634556869348254e-15,0.022172927856445312,1.8634556869348254e-15,0.04124641418457031,1.8634556869348254e-15,0.014543533325195312,EULER
linear,1.8,0,3.4,1.0,0.01,1.8*t + 3.4,100,1.1756795297212699e-14,0.014543533325195312,1.1756795297212699e-14,0.022649765014648438,1.1756795297212699e-14,0.022411346435546875,1.1756795297212699e-14,0.04482269287109375,1.1756795297212699e-14,0.014543533325195312,EULER
linear,-9.3,0,1.1,1.0,0.01,-9.3*t + 1.1,100,1.2708038135555193e-15,0.014543533325195312,1.2708038135555193e-15,0.023126602172851562,1.2708038135555193e-15,0.022172927856445312,1.924091094339907e-15,0.040531158447265625,1.2708038135555193e-15,0.014543533325195312,EULER
linear,-3.7,0,1.1,1.0,0.01,-3.7*t + 1.1,100,8.709016768261393e-16,0.014781951904296875,8.709016768261393e-16,0.026464462280273438,8.709016768261393e-16,0.022411346435546875,1.18261513087307e-15,0.04100799560546875,8.709016768261393e-16,0.014781951904296875,EULER
linear,8.0,0,0.3,1.0,0.01,8.0*t + 0.3,100,3.239383658591359e-15,0.014543533325195312,3.239383658591359e-15,0.02288818359375,3.239383658591359e-15,0.022411346435546875,3.239383658591359e-15,0.0400543212890625,3.239383658591359e-15,0.014543533325195312,EULER
linear,-6.1,0,0.5,1.0,0.01,-6.1*t + 0.5,100,2.4352382048816902e-15,0.014543533325195312,2.4352382048816902e-15,0.022411346435546875,2.4352382048816902e-15,0.02384185791015625,2.4352339540110915e-15,0.03981590270996094,2.4352382048816902e-15,0.014543533325195312,EULER
linear,5.2,0,1.1,1.0,0.01,5.2*t + 1.1,100,5.8697103877046345e-15,0.014543533325195312,5.8697103877046345e-15,0.023126602172851562,5.8697103877046345e-15,0.022649765014648438,5.8697103877046345e-15,0.03933906555175781,5.8697103877046345e-15,0.014543533325195312,EULER
linear,-3.9,0,2.5,1.0,0.01,-3.9*t + 2.5,100,6.222505096618364e-16,0.018358230590820312,6.222505096618364e-16,0.022649765014648438,6.222505096618364e-16,0.022172927856445312,6.222505096618364e-16,0.04124641418457031,6.222505096618364e-16,0.018358230590820312,EULER
linear,7.3,0,4.3,1.0,0.01,7.3*t + 4.3,100,2.2531040138613784e-14,0.014781951904296875,2.2531040138613784e-14,0.022649765014648438,2.2531040138613784e-14,0.02193450927734375,2.2531040138613784e-14,0.039577484130859375,2.2531040138613784e-14,0.014781951904296875,EULER
linear,6.8,0,2.9,1.0,0.01,6.8*t + 2.9,100,1.608749556744761e-14,0.014543533325195312,1.608749556744761e-14,0.022649765014648438,1.608749556744761e-14,0.022411346435546875,1.608749556744761e-14,0.040531158447265625,1.608749556744761e-14,0.014543533325195312,EULER
linear,3.7,0,4.9,1.0,0.01,3.7*t + 4.9,100,3.932133484805905e-15,0.015020370483398438,3.932133484805905e-15,0.022649765014648438,3.932133484805905e-15,0.022649765014648438,3.932133484805905e-15,0.04100799560546875,3.932133484805905e-15,0.015020370483398438,EULER
linear,6.5,0,1.9,1.0,0.01,6.5*t + 1.9,100,1.0751453882815008e-14,0.014543533325195312,1.0751453882815008e-14,0.02288818359375,1.0751453882815008e-14,0.022411346435546875,1.0751453882815008e-14,0.03933906555175781,1.0751453882815008e-14,0.014543533325195312,EULER
linear,-3.6,0,3.9,1.0,0.01,-3.6*t + 3.9,100,1.710608348016632e-15,0.015020370483398438,1.710608348016632e-15,0.023126602172851562,1.710608348016632e-15,0.022411346435546875,1.710608348016632e-15,0.0400543212890625,1.710608348016632e-15,0.015020370483398438,EULER
linear,-5.5,0,1.9,1.0,0.01,-5.5*t + 1.9,100,1.1776848464523327e-15,0.014543533325195312,1.1776848464523327e-15,0.022649765014648438,1.1776848464523327e-15,0.022411346435546875,1.1776848464523327e-15,0.039577484130859375,1.1776848464523327e-15,0.014543533325195312,EULER
linear,1.6,0,2.0,1.0,0.01,1.6*t + 2.0,100,7.229248575812844e-16,0.014543533325195312,7.229248575812844e-16,0.023126602172851562,7.229248575812844e-16,0.02384185791015625,7.229248575812844e-16,0.03981590270996094,7.229248575812844e-16,0.014543533325195312,EULER
linear,-5.6,0,0.5,1.0,0.01,-5.6*t + 0.5,100,1.8357160863632452e-15,0.014781951904296875,1.8357160863632452e-15,0.02288818359375,1.8357160863632452e-15,0.022411346435546875,1.8357160863632452e-15,0.039577484130859375,1.8357160863632452e-15,0.014781951904296875,EULER
linear,1.9,0,4.5,1.0,0.01,1.9*t + 4.5,100,7.473376217590524e-15,0.014781951904296875,7.473376217590524e-15,0.022649765014648438,7.473376217590524e-15,0.023603439331054688,7.473376217590524e-15,0.039577484130859375,7.473376217590524e-15,0.014781951904296875,EULER
linear,5.1,0,4.5,1.0,0.01,5.1*t + 4.5,100,9.282633068116563e-15,0.014781951904296875,9.282633068116563e-15,0.02288818359375,9.282633068116563e-15,0.022411346435546875,9.282633068116563e-15,0.03981590270996094,9.282633068116563e-15,0.014781951904296875,EULER
linear,-3.7,0,3.2,1.0,0.01,-3.7*t + 3.2,100,3.486258297218329e-15,0.018835067749023438,3.486258297218329e-15,0.022649765014648438,3.486258297218329e-15,0.022411346435546875,3.621220792426185e-15,0.0400543212890625,3.486258297218329e-15,0.018835067749023438,EULER
linear,-1.2,0,1.3,1.0,0.01,-1.2*t + 1.3,100,6.155702369008663e-16,0.014543533325195312,6.155702369008663e-16,0.02288818359375,6.155702369008663e-16,0.022172927856445312,6.155702369008663e-16,0.0400543212890625,6.155702369008663e-16,0.014543533325195312,EULER
linear,-5.5,0,2.0,1.0,0.01,-5.5*t + 2.0,100,1.1039544686177588e-15,0.014543533325195312,1.1039544686177588e-15,0.02288818359375,1.1039544686177588e-15,0.022411346435546875,1.1039544686177588e-15,0.04029273986816406,1.1039544686177588e-15,0.014543533325195312,EULER
linear,-1.5,0,2.9,1.0,0.01,-1.5*t + 2.9,100,4.7655345329964194e-15,0.014543533325195312,4.7655345329964194e-15,0.022649765014648438,4.7655345329964194e-15,0.022172927856445312,4.7655345329964194e-15,0.04410743713378906,4.7655345329964194e-15,0.014543533325195312,EULER
linear,-7.8,0,3.5,1.0,0.01,-7.8*t + 3.5,100,2.72681756500009e-15,0.014543533325195312,2.72681756500009e-15,0.022649765014648438,2.72681756500009e-15,0.022411346435546875,2.72681756500009e-15,0.04076957702636719,2.72681756500009e-15,0.014543533325195312,EULER
linear,-9.0,0,1.1,1.0,0.01,-9.0*t + 1.1,100,4.142332527106259e-15,0.014543533325195312,4.142332527106259e-15,0.022649765014648438,4.142332527106259e-15,0.02288818359375,4.1169738745430985e-15,0.04029273986816406,4.142332527106259e-15,0.014543533325195312,EULER
linear,-3.8,0,4.7,1.0,0.01,-3.8*t + 4.7,100,3.5194595218821845e-15,0.014543533325195312,3.5194595218821845e-15,0.022649765014648438,3.5194595218821845e-15,0.023603439331054688,3.5194595218821845e-15,0.041961669921875,3.5194595218821845e-15,0.014543533325195312,EULER
linear,2.4,0,0.2,1.0,0.01,2.4*t + 0.2,100,1.063600031503571e-15,0.015020370483398438,1.063600031503571e-15,0.023126602172851562,1.063600031503571e-15,0.022649765014648438,1.063600031503571e-15,0.04076957702636719,1.063600031503571e-15,0.015020370483398438,EULER
linear,-5.0,0,4.1,1.0,0.01,-5.0*t + 4.1,100,5.779808397305204e-15,0.014781951904296875,5.779808397305204e-15,0.02288818359375,5.779808397305204e-15,0.022411346435546875,5.796227415041304e-15,0.04100799560546875,5.779808397305204e-15,0.014781951904296875,EULER
linear,-7.1,0,0.2,1.0,0.01,-7.1*t + 0.2,100,2.4782923781238524e-15,0.014781951904296875,2.4782923781238524e-15,0.022411346435546875,2.4782923781238524e-15,0.023126602172851562,2.4783693117846197e-15,0.03981590270996094,2.4782923781238524e-15,0.014781951904296875,EULER
linear,-4.2,0,0.8,1.0,0.01,-4.2*t + 0.8,100,1.7213691033455863e-15,0.014781951904296875,1.7213691033455863e-15,0.02288818359375,1.7213691033455863e-15,0.02288818359375,1.7213691033455863e-15,0.040531158447265625,1.7213691033455863e-15,0.014781951904296875,EULER
linear,-5.1,0,2.7,1.0,0.01,-5.1*t + 2.7,100,1.2773412479056758e-15,0.014781951904296875,1.2773412479056758e-15,0.022649765014648438,1.2773412479056758e-15,0.022411346435546875,1.2773412479056758e-15,0.03981590270996094,1.2773412479056758e-15,0.014781951904296875,EULER
linear,3.5,0,1.1,1.0,0.01,3.5*t + 1.1,100,3.896930261573876e-15,0.014781951904296875,3.896930261573876e-15,0.023126602172851562,3.896930261573876e-15,0.022411346435546875,3.896930261573876e-15,0.03910064697265625,3.896930261573876e-15,0.014781951904296875,EULER
linear,-6.6,0,1.2,1.0,0.01,-6.6*t + 1.2,100,2.1111176176295423e-15,0.014543533325195312,2.1111176176295423e-15,0.027418136596679688,2.1111176176295423e-15,0.022411346435546875,2.1111176176295423e-15,0.03910064697265625,2.1111176176295423e-15,0.014543533325195312,EULER
linear,2.0,0,3.3,1.0,0.01,2.0*t + 3.3,100,1.2947999526175173e-14,0.014543533325195312,1.2947999526175173e-14,0.023126602172851562,1.2947999526175173e-14,0.026702880859375,1.2947999526175173e-14,0.0400543212890625,1.2947999526175173e-14,0.014543533325195312,EULER
linear,1.6,0,0.5,1.0,0.01,1.6*t + 0.5,100,7.38026966412353e-16,0.014781951904296875,7.38026966412353e-16,0.022649765014648438,7.38026966412353e-16,0.022411346435546875,7.38026966412353e-16,0.039577484130859375,7.38026966412353e-16,0.014781951904296875,EULER
linear,-9.2,0,1.7,1.0,0.01,-9.2*t + 1.7,100,3.74691944045785e-15,0.014781951904296875,3.74691944045785e-15,0.022649765014648438,3.74691944045785e-15,0.02288818359375,3.4732853676397957e-15,0.04100799560546875,3.74691944045785e-15,0.014781951904296875,EULER
linear,-9.3,0,1.1,1.0,0.01,-9.3*t + 1.1,100,1.2708038135555193e-15,0.01430511474609375,1.2708038135555193e-15,0.02288818359375,1.2708038135555193e-15,0.022172927856445312,1.924091094339907e-15,0.04076957702636719,1.2708038135555193e-15,0.01430511474609375,EULER
linear,-1.8,0,1.1,1.0,0.01,-1.8*t + 1.1,100,7.384117770495096e-16,0.014781951904296875,7.384117770495096e-16,0.022172927856445312,7.384117770495096e-16,0.022172927856445312,7.384117770495096e-16,0.03933906555175781,7.384117770495096e-16,0.014781951904296875,EULER
linear,6.0,0,3.5,1.0,0.01,6.0*t + 3.5,100,1.5974624071631392e-14,0.019073486328125,1.5974624071631392e-14,0.022649765014648438,1.5974624071631392e-14,0.022649765014648438,1.5974624071631392e-14,0.0400543212890625,1.5974624071631392e-14,0.019073486328125,EULER
linear,4.8,0,4.6,1.0,0.01,4.8*t + 4.6,100,2.4963976348422528e-15,0.01430511474609375,2.4963976348422528e-15,0.022649765014648438,2.4963976348422528e-15,0.022411346435546875,2.4963976348422528e-15,0.0400543212890625,2.4963976348422528e-15,0.01430511474609375,EULER
linear,5.9,0,4.5,1.0,0.01,5.9*t + 4.5,100,7.635235483980358e-15,0.014543533325195312,7.635235483980358e-15,0.022649765014648438,7.635235483980358e-15,0.023126602172851562,7.635235483980358e-15,0.03981590270996094,7.635235483980358e-15,0.014543533325195312,EULER
linear,-0.3,0,3.8,1.0,0.01,-0.3*t + 3.8,100,6.6179723071247875e-15,0.014781951904296875,6.6179723071247875e-15,0.02288818359375,6.6179723071247875e-15,0.02288818359375,6.6179723071247875e-15,0.0400543212890625,6.6179723071247875e-15,0.014781951904296875,EULER
linear,-0.9,0,2.9,1.0,0.01,-0.9*t + 2.9,100,6.024901206969693e-15,0.014543533325195312,6.024901206969693e-15,0.023126602172851562,6.024901206969693e-15,0.02288818359375,6.024901206969693e-15,0.0400543212890625,6.024901206969693e-15,0.014543533325195312,EULER
linear,7.2,0,1.2,1.0,0.01,7.2*t + 1.2,100,2.5611283503394967e-15,0.014543533325195312,2.5611283503394967e-15,0.022649765014648438,2.5611283503394967e-15,0.022172927856445312,2.5611283503394967e-15,0.04029273986816406,2.5611283503394967e-15,0.014543533325195312,EULER
linear,-6.1,0,3.3,1.0,0.01,-6.1*t + 3.3,100,2.4643762800012775e-15,0.014543533325195312,2.4643762800012775e-15,0.022649765014648438,2.4643762800012775e-15,0.022649765014648438,2.6281618285715565e-15,0.04029273986816406,2.4643762800012775e-15,0.014543533325195312,EULER
linear,-0.3,0,1.6,1.0,0.01,-0.3*t + 1.6,100,6.305793127413146e-15,0.018835067749023438,6.305793127413146e-15,0.02288818359375,6.305793127413146e-15,0.022649765014648438,6.305793127413146e-15,0.039577484130859375,6.305793127413146e-15,0.018835067749023438,EULER
linear,4.0,0,1.4,1.0,0.01,4.0*t + 1.4,100,1.8002053233620516e-15,0.014781951904296875,1.8002053233620516e-15,0.026702880859375,1.8002053233620516e-15,0.022649765014648438,1.8002053233620516e-15,0.040531158447265625,1.8002053233620516e-15,0.014781951904296875,EULER
linear,9.6,0,1.6,1.0,0.01,9.6*t + 1.6,100,4.770084562664331e-15,0.014781951904296875,4.770084562664331e-15,0.023126602172851562,4.770084562664331e-15,0.022649765014648438,4.770084562664331e-15,0.03933906555175781,4.770084562664331e-15,0.014781951904296875,EULER
linear,-1.2,0,4.4,1.0,0.01,-1.2*t + 4.4,100,1.2412511883033699e-14,0.014543533325195312,1.2412511883033699e-14,0.02288818359375,1.2412511883033699e-14,0.023365020751953125,1.2412511883033699e-14,0.03981590270996094,1.2412511883033699e-14,0.014543533325195312,EULER
linear,-7.8,0,0.0,1.0,0.01,-7.8*t + 0.0,100,3.933876760084875e-15,0.014781951904296875,3.933876760084875e-15,0.026464462280273438,3.933876760084875e-15,0.022649765014648438,3.933876760084875e-15,0.04029273986816406,3.933876760084875e-15,0.014781951904296875,EULER
linear,-3.2,0,1.6,1.0,0.01,-3.2*t + 1.6,100,1.2163657367736645e-15,0.01430511474609375,1.2163657367736645e-15,0.022649765014648438,1.2163657367736645e-15,0.022172927856445312,1.2163657367736645e-15,0.03933906555175781,1.2163657367736645e-15,0.01430511474609375,EULER
linear,4.7,0,0.2,1.0,0.01,4.7*t + 0.2,100,2.03560988620785e-15,0.015020370483398438,2.03560988620785e-15,0.022649765014648438,2.03560988620785e-15,0.022411346435546875,2.03560988620785e-15,0.04076957702636719,2.03560988620785e-15,0.015020370483398438,EULER
linear,-2.1,0,5.0,1.0,0.01,-2.1*t + 5.0,100,5.465184902995557e-15,0.014543533325195312,5.465184902995557e-15,0.022172927856445312,5.465184902995557e-15,0.022411346435546875,5.465184902995557e-15,0.04076957702636719,5.465184902995557e-15,0.014543533325195312,EULER
linear,-3.4,0,1.9,1.0,0.01,-3.4*t + 1.9,100,1.5035428697852889e-15,0.014781951904296875,1.5035428697852889e-15,0.022649765014648438,1.5035428697852889e-15,0.022411346435546875,1.0404745887980281e-15,0.0400543212890625,1.5035428697852889e-15,0.014781951904296875,EULER
linear,-2.0,0,4.5,1.0,0.01,-2.0*t + 4.5,100,9.250816350497853e-15,0.018596649169921875,9.250816350497853e-15,0.022649765014648438,9.250816350497853e-15,0.022649765014648438,9.250816350497853e-15,0.041484832763671875,9.250816350497853e-15,0.018596649169921875,EULER
linear,-1.0,0,2.7,1.0,0.01,-1.0*t + 2.7,100,1.0911295382774329e-14,0.014543533325195312,1.0911295382774329e-14,0.02288818359375,1.0911295382774329e-14,0.022411346435546875,1.0911295382774329e-14,0.04124641418457031,1.0911295382774329e-14,0.014543533325195312,EULER
linear,-2.8,0,4.5,1.0,0.01,-2.8*t + 4.5,100,5.786126235883533e-15,0.013828277587890625,5.786126235883533e-15,0.022411346435546875,5.786126235883533e-15,0.023365020751953125,5.786126235883533e-15,0.039577484130859375,5.786126235883533e-15,0.013828277587890625,EULER
linear,-3.9,0,1.6,1.0,0.01,-3.9*t + 1.6,100,1.1393617305447918e-15,0.01430511474609375,1.1393617305447918e-15,0.022649765014648438,1.1393617305447918e-15,0.021696090698242188,1.1393617305447918e-15,0.03910064697265625,1.1393617305447918e-15,0.01430511474609375,EULER
linear,-5.8,0,1.2,1.0,0.01,-5.8*t + 1.2,100,1.970489493065167e-15,0.014066696166992188,1.970489493065167e-15,0.021696090698242188,1.970489493065167e-15,0.021696090698242188,1.970489493065167e-15,0.03814697265625,1.970489493065167e-15,0.014066696166992188,EULER
linear,-3.2,0,1.5,1.0,0.01,-3.2*t + 1.5,100,1.2058320304643172e-15,0.013828277587890625,1.2058320304643172e-15,0.02193450927734375,1.2058320304643172e-15,0.021457672119140625,1.2058320304643172e-15,0.03933906555175781,1.2058320304643172e-15,0.013828277587890625,EULER
linear,3.1,0,3.3,1.0,0.01,3.1*t + 3.3,100,1.017458680203542e-14,0.014066696166992188,1.017458680203542e-14,0.02193450927734375,1.017458680203542e-14,0.021696090698242188,1.017458680203542e-14,0.03886222839355469,1.017458680203542e-14,0.014066696166992188,EULER
linear,0.6,0,0.4,1.0,0.01,0.6*t + 0.4,100,3.0732328983132737e-16,0.014066696166992188,3.0732328983132737e-16,0.021696090698242188,3.0732328983132737e-16,0.02288818359375,3.0732328983132737e-16,0.03886222839355469,3.0732328983132737e-16,0.014066696166992188,EULER
linear,-6.6,0,2.8,1.0,0.01,-6.6*t + 2.8,100,1.3340243245053767e-15,0.014066696166992188,1.3340243245053767e-15,0.022172927856445312,1.3340243245053767e-15,0.021457672119140625,1.3340243245053767e-15,0.03981590270996094,1.3340243245053767e-15,0.014066696166992188,EULER
linear,-7.0,0,3.8,1.0,0.01,-7.0*t + 3.8,100,2.7024696211558366e-15,0.014543533325195312,2.7024696211558366e-15,0.02288818359375,2.7024696211558366e-15,0.022411346435546875,3.477373216888037e-15,0.041484832763671875,2.7024696211558366e-15,0.014543533325195312,EULER
linear,8.0,0,3.4,1.0,0.01,8.0*t + 3.4,100,3.1680092908125004e-15,0.014543533325195312,3.1680092908125004e-15,0.02288818359375,3.1680092908125004e-15,0.022411346435546875,3.1680092908125004e-15,0.04029273986816406,3.1680092908125004e-15,0.014543533325195312,EULER
linear,3.8,0,1.7,1.0,0.01,3.8*t + 1.7,100,5.4280710026679636e-15,0.01430511474609375,5.4280710026679636e-15,0.022411346435546875,5.4280710026679636e-15,0.022411346435546875,5.4280710026679636e-15,0.04029273986816406,5.4280710026679636e-15,0.01430511474609375,EULER
linear,-2.3,0,4.0,1.0,0.01,-2.3*t + 4.0,100,7.37318494581821e-15,0.014781951904296875,7.37318494581821e-15,0.022649765014648438,7.37318494581821e-15,0.027418136596679688,7.37318494581821e-15,0.0400543212890625,7.37318494581821e-15,0.014781951904296875,EULER
linear,2.8,0,0.8,1.0,0.01,2.8*t + 0.8,100,1.383776205861181e-15,0.015020370483398438,1.383776205861181e-15,0.022649765014648438,1.383776205861181e-15,0.022649765014648438,1.383776205861181e-15,0.04506111145019531,1.383776205861181e-15,0.015020370483398438,EULER
linear,-0.3,0,2.6,1.0,0.01,-0.3*t + 2.6,100,6.611263918951747e-15,0.014781951904296875,6.611263918951747e-15,0.02288818359375,6.611263918951747e-15,0.026702880859375,6.611263918951747e-15,0.0400543212890625,6.611263918951747e-15,0.014781951904296875,EULER
linear,9.2,0,2.3,1.0,0.01,9.2*t + 2.3,100,6.8125369141322954e-15,0.014543533325195312,6.8125369141322954e-15,0.022411346435546875,6.8125369141322954e-15,0.022649765014648438,6.8125369141322954e-15,0.04482269287109375,6.8125369141322954e-15,0.014543533325195312,EULER
linear,0.4,0,0.0,1.0,0.01,0.4*t + 0.0,100,1.4928542826652556e-16,0.014543533325195312,1.4928542826652556e-16,0.022649765014648438,1.4928542826652556e-16,0.022411346435546875,1.4928542826652556e-16,0.03933906555175781,1.4928542826652556e-16,0.014543533325195312,EULER
linear,5.1,0,2.5,1.0,0.01,5.1*t + 2.5,100,9.29770521680724e-15,0.01430511474609375,9.29770521680724e-15,0.022649765014648438,9.29770521680724e-15,0.022649765014648438,9.29770521680724e-15,0.0438690185546875,9.29770521680724e-15,0.01430511474609375,EULER
linear,-4.6,0,4.1,1.0,0.01,-4.6*t + 4.1,100,5.2953657716541804e-15,0.014543533325195312,5.2953657716541804e-15,0.02288818359375,5.2953657716541804e-15,0.022172927856445312,5.271817690895337e-15,0.039577484130859375,5.2953657716541804e-15,0.014543533325195312,EULER
linear,5.1,0,0.8,1.0,0.01,5.1*t + 0.8,100,5.6213914852039586e-15,0.014543533325195312,5.6213914852039586e-15,0.023603439331054688,5.6213914852039586e-15,0.023126602172851562,5.6213914852039586e-15,0.03981590270996094,5.6213914852039586e-15,0.014543533325195312,EULER
linear,-7.1,0,4.8,1.0,0.01,-7.1*t + 4.8,100,1.3421062147414022e-15,0.014781951904296875,1.3421062147414022e-15,0.023126602172851562,1.3421062147414022e-15,0.022649765014648438,1.3512718681577927e-15,0.03981590270996094,1.3421062147414022e-15,0.014781951904296875,EULER
linear,8.0,0,4.5,1.0,0.01,8.0*t + 4.5,100,4.077890126285765e-15,0.014781951904296875,4.077890126285765e-15,0.022411346435546875,4.077890126285765e-15,0.022649765014648438,4.077890126285765e-15,0.03933906555175781,4.077890126285765e-15,0.014781951904296875,EULER
linear,7.0,0,3.4,1.0,0.01,7.0*t + 3.4,100,1.2647189778558533e-14,0.014781951904296875,1.2647189778558533e-14,0.026464462280273438,1.2647189778558533e-14,0.02384185791015625,1.2647189778558533e-14,0.039577484130859375,1.2647189778558533e-14,0.014781951904296875,EULER
linear,-8.5,0,2.3,1.0,0.01,-8.5*t + 2.3,100,1.5084727644718708e-15,0.01430511474609375,1.5084727644718708e-15,0.022649765014648438,1.5084727644718708e-15,0.022172927856445312,1.5084727644718708e-15,0.03910064697265625,1.5084727644718708e-15,0.01430511474609375,EULER
linear,9.3,0,2.9,1.0,0.01,9.3*t + 2.9,100,1.941335358636777e-15,0.014543533325195312,1.941335358636777e-15,0.02288818359375,1.941335358636777e-15,0.022649765014648438,1.941335358636777e-15,0.04029273986816406,1.941335358636777e-15,0.014543533325195312,EULER
linear,3.0,0,5.0,1.0,0.01,3.0*t + 5.0,100,1.447540098390387e-14,0.01430511474609375,1.447540098390387e-14,0.023126602172851562,1.447540098390387e-14,0.022411346435546875,1.447540098390387e-14,0.04100799560546875,1.447540098390387e-14,0.01430511474609375,EULER
linear,6.9,0,4.6,1.0,0.01,6.9*t + 4.6,100,1.5610477962952408e-14,0.014543533325195312,1.5610477962952408e-14,0.02288818359375,1.5610477962952408e-14,0.02288818359375,1.5610477962952408e-14,0.039577484130859375,1.5610477962952408e-14,0.014543533325195312,EULER
linear,-5.7,0,4.5,1.0,0.01,-5.7*t + 4.5,100,1.3555746836723282e-15,0.014543533325195312,1.3555746836723282e-15,0.023126602172851562,1.3555746836723282e-15,0.022172927856445312,1.3555746836723282e-15,0.04076957702636719,1.3555746836723282e-15,0.014543533325195312,EULER
